business_id,industry_sector,location_type,business_age_years,avg_monthly_revenue,revenue_growth_rate,avg_monthly_expenses,profit_margin,cash_flow_volatility,negative_cashflow_months_count,avg_monthly_cash_balance,min_monthly_balance,existing_total_liabilities,existing_monthly_debt_obligation,debt_service_ratio,working_capital_cycle_days,num_transactions_per_month,credit_transaction_consistency,cash_deposit_frequency,bounced_payment_count,bank_balance_volatility,recurring_revenue_ratio,gst_filing_regularity_score,gst_late_filings_count,gst_turnover_growth,gst_turnover_consistency,gst_filing_gap_max_days,has_website,has_google_listing,has_social_media,num_active_digital_channels,online_review_count,online_review_rating,digital_engagement_score,industry_growth_rate,industry_risk_level,sector_demand_score,sector_volatility_score,local_unemployment_rate,local_inflation_rate,local_demand_index,market_competition_score,regional_business_growth_rate,default_label
SME_00000,Trading & Retail,Rural,1.0565782117566833,1475514.22726251,8.569748876607736,1231817.0767507418,16.516082732993656,0.258362382105728,3,1902061.0003555317,1410639.9893932727,5720768.4662956325,112171.93071167907,0.07602226304506006,41.367602872714954,54,0.5751251172334177,3,0,0.20321493321042253,0.3992499699470183,0.817253537634381,1,5.407376725909888,0.7948396262738777,4.796660487864371,0,1,0,1,15,3.5234548654845925,35.26048612860504,7.629902003565474,Medium,64.48792412375221,37.84403471994465,7.699963910015645,3.9266297496461626,40.412839715142816,39.778216535879544,4.3414315191141455,0
SME_00001,Healthcare & Pharma,Semi-Urban,10.038081538433854,4016430.22358228,22.367747326569184,2649003.4993559453,34.045822984737875,0.12484705941060609,2,4707377.391025722,4119675.1662201895,12615567.387829542,331988.6154691985,0.08265763301947661,59.82535689207447,38,0.7566648052680074,4,0,0.1026497110640435,0.6911399089325233,0.6148740696299327,3,22.508125612521912,0.8839551925290359,23.356187860945003,1,0,1,2,33,3.9499573269222448,59.03316264102231,9.792351976926154,Low,79.61275437651666,24.739856046266056,7.098296077362031,5.139171165170867,60.462292711707164,67.58184185556004,3.7807840319976878,0
SME_00002,Auto Components,Urban,5.671264502521525,597182.5557470482,6.521315635522745,406354.9441037315,31.954652694869846,0.20427645472103156,3,703957.6082342465,560155.6437502577,2586520.2440527785,48802.2687557128,0.08172085451267641,81.2379297935989,42,0.6540885050194406,8,0,0.23996270215670124,0.12778326446730615,0.9218933868979908,1,5.969544365710765,0.7336267502270775,10.54983286794464,0,0,1,1,14,4.787792570818901,40.017836949942264,5.679671823511677,Medium,62.015474977992895,38.633786734998125,6.0338852420244375,5.078943649687394,79.2184021445963,82.44993438513221,8.532112337988828,0
SME_00003,IT & ITES Services,Semi-Urban,11.311724238945684,3282140.9192952174,14.106895752104796,2788951.193389508,15.02646406820379,0.5010502955967933,5,3654620.8137554377,1823471.9747290825,12695136.776256535,282114.15058347856,0.08595430772791367,21.38035761993205,54,0.5943654486099379,5,0,0.4382448068650253,0.5889318432692704,0.6883155977437505,3,15.620728514399614,0.5591810000947565,27.95728900347393,0,1,1,2,30,3.659325541699807,56.97063550013256,12.907322626808327,Low,80.70454604678454,23.267502422362057,7.717212975560626,6.45571946846524,55.65891535294101,62.4031415738464,8.865025557071583,0
SME_00004,IT & ITES Services,Urban,6.985467245488209,8633392.86691492,6.4319182612250865,6062297.75111286,29.780819145333563,0.3878129604077095,0,10627283.55260015,6505885.256974126,34729517.88966404,2894126.4908053367,0.3352246950206879,50.79425433859936,42,0.496246080661937,3,1,0.4363887189406011,0.5406254793910629,0.6517106378718751,2,4.868787070419655,0.5790850643304256,23.847135796160977,0,1,1,2,19,3.259589438881591,52.071691088859694,10.084137046199476,Low,77.62004561699109,25.54296752086022,7.444842993408528,5.779325181624792,75.592305580666,80.8787026759548,6.5175212055932565,0
SME_00005,Agriculture & Allied,Semi-Urban,8.59839580448735,952715.15683423,13.316252227388842,726587.7151345982,23.73505240023985,0.2357538630751992,3,1607436.292575373,1228476.9769534527,2240861.373813452,65907.68746510154,0.06917879598358202,37.29702963585281,39,0.7210712633093678,6,0,0.2308069232703627,0.5087384159061059,0.9169857713843642,0,19.841151686595847,0.8284654795521882,0.0,0,0,1,1,22,3.6447060390741544,37.845490822963285,5.189410726094894,High,52.64828379939356,61.471435740873424,7.322318469269476,4.645710186468834,53.981255515721585,59.46636593702423,9.823349560923226,0
SME_00006,Trading & Retail,Semi-Urban,4.297410609392333,1660202.6451189215,3.291606448014576,913111.4548154069,44.99999999999999,0.48110213978106736,3,1467356.4962766424,761408.1460963,2125387.6924611474,101208.93773624512,0.060961797665968334,20.817970322096638,44,0.5170934360738986,6,1,0.6279611010097846,0.46858695383693316,0.6777217388677956,1,1.7453696695340746,0.4912306930471188,14.434472796304025,0,0,0,0,5,5.0,21.5,6.500331086283967,Medium,69.94543189211227,43.88891837997202,6.776591790422389,4.894050017647568,56.98754518359447,64.3830093240012,5.446644194643226,0
SME_00007,Auto Components,Urban,10.798982758815274,375114.33423616615,7.708570828310248,234512.7030472469,37.482340277724134,0.3610716315297023,4,472537.5233049261,301917.62880621175,1939651.9488180566,62569.41770380828,0.16680092439340252,63.6111279998746,50,0.49361410176113785,5,1,0.3492377543491875,0.7686955901046869,0.7969157558993395,1,6.080238053256419,0.5966306688492439,3.8747415135024132,1,0,1,2,36,3.641181602609841,58.69805974377269,5.791859956405677,Medium,57.15060805833949,41.831632335315405,7.124889971015093,4.551937474337258,71.34936617286944,93.02025019132444,6.455958022309808,0
SME_00008,Textiles & Apparel,Urban,2.622975122594624,2266661.1967062796,6.081061042039089,1536130.9148095252,32.22935491895741,0.5657119753851064,4,3013001.6912532584,1308510.552655711,5578401.714091997,143035.94138697427,0.06310424407265718,68.92904067201209,52,0.38388680370461337,4,1,0.6690505847817588,0.4987437073905259,0.6944552854695006,2,8.02461773063379,0.35195394302034644,11.896556389074787,1,1,1,3,25,4.172611194465711,74.19044477786284,5.237457047974446,High,57.699057132200856,51.93606767710427,6.063780214907157,5.333064979342259,77.76718847155944,80.96982598440367,6.165965096679599,1
SME_00009,Trading & Retail,Semi-Urban,6.486031668721692,3116439.4956330033,6.884022449068102,1714041.722598152,44.99999999999999,0.14657897250601457,4,3297542.279686355,2814191.920534788,16568369.437746504,1274489.9567497312,0.40895706736345927,57.805982866359706,45,1.0,5,0,0.13460954665611224,0.8603029668384149,0.612563781755958,1,7.202334828161862,0.8565235024399794,10.859028294696841,0,0,0,0,4,4.389673053783784,18.758692215135135,5.693794806970322,Medium,60.62745795148537,45.99780586152057,6.473862430768814,3.7148651761671614,60.33794705433392,56.933072771715004,4.508576141554528,1
SME_00010,Construction & Real Estate,Urban,3.2374828284518604,540828.22618469,4.045588449434607,352251.17929658946,34.86819617726507,0.26174664955159554,3,919562.5824154489,678870.1574151921,1643020.3520493247,43237.377685508545,0.07994659966350057,56.51515192374848,41,0.7435002105246253,5,1,0.25646923578779673,0.5396154905120573,0.6422423435760347,4,4.106211900605591,0.7151710979032703,40.078209555036125,1,1,1,3,22,4.157731584203017,73.23092633681208,6.410954148372213,High,46.96018939314479,57.54096836723771,8.20542053892157,4.856317718873964,85.03906640739082,83.6302116815242,6.750986222174935,1
SME_00011,Transportation & Logistics,Rural,6.81940473537991,1767382.9124245546,8.585968102529751,1190852.512805111,32.62057110354994,0.3601237117371649,3,2038244.066892602,1304224.048096984,8477794.928342178,176620.7276737954,0.09993348155182807,39.48543954030651,49,0.8188287986936842,3,0,0.3701429103370341,0.2624724618646788,0.7950545596313802,0,11.035197668721214,0.6771794744094056,0.0,1,0,0,1,14,4.323351924458443,38.16007436450043,7.411824806454481,Medium,62.53661082572684,43.129012910609156,7.404985205507494,5.055023523422454,52.075372905553365,41.817607431449915,4.707779965557542,0
SME_00012,Healthcare & Pharma,Semi-Urban,15.374124195560672,1472623.7592628559,17.908063638446343,843511.443786224,42.7205055955055,0.269975604013488,1,1226379.4457404916,895286.9141269758,5850724.51529925,99164.82229320763,0.06733887163605597,51.41180497796883,44,0.6805352199415118,2,0,0.30981528402737635,0.6439029366581992,0.486054210763018,2,15.391614511491952,0.5987600657472376,16.37497342561945,1,1,1,3,42,3.795011193936182,77.78004477574473,10.0505532443849,Low,79.28226477189976,29.360079671330798,8.160596138133638,5.20059174164971,68.08100973296239,77.77966750129073,5.635555839174887,0
